Chromophore_name,Chromophore_smiles,Solvent_name,Solvent_smiles,Abs,FWHM_Abs,log_extinc,Emi,FWHM_Emi,PLQY,lifetime,HOMO,HOMO_Method,LUMO,LUMO_Method,Optical_bandgap,glob_0,glob_1,glob_2,glob_3,1,2,glob_6,3,4,5,6,location combo,subgroup number
CN-IV,Cc1c([N+](=O)[O-])cc2c(CBr)c([N+](=O)[O-])c(=O)oc2c1[N+](=O)[O-],Ethanol,CCO,380.01140034201023,,,438.00096360212,3669.337876065671,,,,,,,,,,,,*[N+](=O)[O-],*CBr,,,*[N+](=O)[O-],*C,*[N+](=O)[O-],"[1, 2, 4, 5, 6]",5
CN-IV,Cc1c([N+](=O)[O-])cc2c(CBr)c([N+](=O)[O-])c(=O)oc2c1[N+](=O)[O-],DMF,CN(C)C=O,371.0024486161609,,,429.000429000429,,,,,,,,,,,,,*[N+](=O)[O-],*CBr,,,*[N+](=O)[O-],*C,*[N+](=O)[O-],"[1, 2, 4, 5, 6]",5
CN-IV,Cc1c([N+](=O)[O-])cc2c(CBr)c([N+](=O)[O-])c(=O)oc2c1[N+](=O)[O-],acetonitrile,CC#N,390.00039000039,,,433.0129037845328,,,,,,,,,,,,,*[N+](=O)[O-],*CBr,,,*[N+](=O)[O-],*C,*[N+](=O)[O-],"[1, 2, 4, 5, 6]",5
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,Toluene,Cc1ccccc1,345.0,4378.8091736809765,,434.0,4242.327707144428,0.0201,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,"1,4-dioxane",C1COCCO1,340.0,,,435.0,,0.0202,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,THF,C1CCOC1,341.0,,,438.0,,0.0209,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,Ethyl acetate,CCOC(C)=O,340.0,,,436.0,,0.0188,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,dichloromethane,ClCCl,344.0,,,438.0,,0.0349,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,acetone,CC(C)=O,341.0,,,438.0,,0.0325,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,DMF,CN(C)C=O,340.0,,,444.0,,0.0296,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,acetonitrile,CC#N,340.0,4348.677986154147,,444.0,4221.046744044994,0.0281,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,n-butanol,CCCCO,344.0,,,439.0,,0.0289,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,n-propanol,CCCO,345.0,,,439.0,,0.0332,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,Ethanol,CCO,344.0,,,442.0,,0.027,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
4IPMMC,COc1ccc2oc(=O)cc(COc3ccc(I)cc3)c2c1,methanol,CO,340.0,4398.455420822447,,444.0,4168.110923835498,0.0291,,,,,,,,,,,,*COc1ccc(I)cc1,,,*OC,,,"[2, 4]",2
3,O=C(c1ccccc1O)c1cc2ccccc2oc1=O,dimethyl sulfoxide,CS(C)=O,326.0,,,371.0,4485.222006580985,,,,,,,,,,,,*C(=O)c1ccccc1O,,,,,,,[1],1
3,O=C(c1ccccc1O)c1cc2ccccc2oc1=O,DMF,CN(C)C=O,325.0,,,370.0,4505.914777582828,,,,,,,,,,,,*C(=O)c1ccccc1O,,,,,,,[1],1
3,O=C(c1ccccc1O)c1cc2ccccc2oc1=O,acetonitrile,CC#N,334.0,,,380.0,,,,,,,,,,,,,*C(=O)c1ccccc1O,,,,,,,[1],1
3,O=C(c1ccccc1O)c1cc2ccccc2oc1=O,dichloromethane,ClCCl,341.0,,,385.0,,,,,,,,,,,,,*C(=O)c1ccccc1O,,,,,,,[1],1
3,O=C(c1ccccc1O)c1cc2ccccc2oc1=O,Ethyl acetate,CCOC(C)=O,336.0,,,380.0,,,,,,,,,,,,,*C(=O)c1ccccc1O,,,,,,,[1],1
3,O=C(c1ccccc1O)c1cc2ccccc2oc1=O,chloroform,ClC(Cl)Cl,341.0,,,390.0,,,,,,,,,,,,,*C(=O)c1ccccc1O,,,,,,,[1],1
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,methanol,CO,353.0,4342.245409897543,,436.0,3003.4063255934707,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,Ethanol,CCO,357.0,4233.436807561055,,433.0,2972.58942859785,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,n-propanol,CCCO,357.0,4273.013715526235,,433.0,2993.1137991741816,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,n-hexanol,CCCCCCO,356.0,5191.323882455614,,427.0,3757.9060369473737,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,n-decanol,CCCCCCCCCCO,355.0,4069.061630705197,,428.0,3042.6996412246226,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,acetone,CC(C)=O,357.0,6508.012401080065,,423.0,3190.5406645614967,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,acetonitrile,CC#N,352.0,4313.661418641845,,425.0,3133.5251485639674,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,DMF,CN(C)C=O,361.0,4054.901893368573,,429.0,3024.9904409916344,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,dimethyl sulfoxide,CS(C)=O,362.0,4146.87676936049,,431.0,2941.102776764856,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,chloroform,ClC(Cl)Cl,349.0,3766.989644941757,,415.0,3540.944146537662,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
Alexa Fluor 350,Cc1c(CC(=O)ON2C(=O)CCC2=O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,n-butylamine.,CCCCN,346.0,,4.279,,,,,,,,,,,,,,*CC(=O)ON1C(=O)CCC1=O,*C,,,*S(=O)(=O)O,*N,,"[1, 2, 4, 5]",4
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,acetonitrile,CC#N,434.6,,,490.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,methanol,CO,436.0,,,491.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Ethanol,CCO,434.0,,,489.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,acetone,CC(C)=O,433.8,4173.045565729415,,486.0,2228.9485048040915,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,n-propanol,CCCO,433.0,,,486.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,n-butanol,CCCCO,435.8,,,488.0,,,2.77,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Ethyl acetate,CCOC(C)=O,432.8,,,484.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,437.0,,,491.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,diethylether,CCOCC,431.2,,,476.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Toluene,Cc1ccccc1,435.0,,,483.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,"1,4-dioxane",C1COCCO1,431.0,,,474.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Cyclohexane,C1CCCCC1,423.6,,,460.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
C7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,hexane,CCCCCC,421.4,,,484.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
862,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,acetonitrile,CC#N,434.6,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
863,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,methanol,CO,436.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
864,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Ethanol,CCO,434.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
865,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,acetone,CC(C)=O,433.8,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
866,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,n-propanol,CCCO,433.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
867,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,n-butanol,CCCCO,435.8,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
868,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Ethyl acetate,CCOC(C)=O,432.8,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
869,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,chloroform,ClC(Cl)Cl,437.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
870,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,diethylether,CCOCC,431.2,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
871,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Toluene,Cc1ccccc1,435.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
872,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,"1,4-dioxane",C1COCCO1,431.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
873,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,Cyclohexane,C1CCCCC1,423.6,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
874,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,hexane,CCCCCC,421.4,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
c7,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,acetone,CC(C)=O,,,,488.0,,0.78,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
38,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,ethanol,CCO,436.0,,,,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
1,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,acetone,CC(C)=O,446.0,,,488.0,,,,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(CC)CC,,"[1, 5]",2
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,CCl4,ClC(Cl)(Cl)Cl,400.0,,,485.0,3053.567915755335,0.007,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,benzene,c1ccccc1,398.0,,,532.0,,0.005,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,Toluene,Cc1ccccc1,398.0,,,539.0,3000.956020501868,0.005,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,chloroform,ClC(Cl)Cl,396.0,,,553.0,3149.972198121632,0.002,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,Ethyl acetate,CCOC(C)=O,392.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,THF,C1CCOC1,392.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,dichloromethane,ClCCl,391.0,,,567.0,3258.9125182439,0.001,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,i-propanol,CC(C)O,391.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,methanol,CO,390.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,acetonitrile,CC#N,386.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 2,CNc1ccccc1-c1nnc(-c2cc3ccccc3oc2=O)o1,DMF,CN(C)C=O,386.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2NC)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,CCl4,ClC(Cl)(Cl)Cl,402.0,,,490.0,,0.002,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,benzene,c1ccccc1,396.0,,,535.0,,0.001,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,Toluene,Cc1ccccc1,396.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,chloroform,ClC(Cl)Cl,395.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,Ethyl acetate,CCOC(C)=O,392.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,THF,C1CCOC1,392.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,dichloromethane,ClCCl,391.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,i-propanol,CC(C)O,390.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,methanol,CO,388.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,acetonitrile,CC#N,383.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
Comp.Â 3,O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2Nc2ccccc2)o1,DMF,CN(C)C=O,383.0,,,,,,,,,,,,,,,,*c1nnc(-c2ccccc2Nc2ccccc2)o1,,,,,,,[1],1
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,hexane,CCCCCC,431.0,3686.667377230475,4.674125982742709,484.0,2726.608215537064,0.358,41.36,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,Toluene,Cc1ccccc1,443.0,3744.8525655627927,4.596157080916172,504.0,2690.34115477726,0.305,35.05,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,dichloromethane,ClCCl,460.0,3780.843436332263,4.617943434828973,543.0,2919.0792455056253,0.214,26.69,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,"1,4-dioxane",C1COCCO1,431.0,3760.1991781932775,4.650890077856312,508.0,2748.2211785103027,0.209,24.72,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,Ethanol,CCO,439.0,3864.801329435726,4.646893624167745,565.0,4020.5230600448663,0.038,5.08,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,acetonitrile,CC#N,434.0,3684.706950705895,4.63205216670581,567.0,3481.57688523865,0.042,6.48,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4a,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2[nH]1,DMF,CN(C)C=O,434.0,3858.194490858456,4.607133204391567,563.0,3516.7257359501077,0.0659,8.88,,,,,,,,,,*c1nc2ccccc2[nH]1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,hexane,CCCCCC,435.0,3501.1304193112264,4.699924402742477,484.0,2536.6756196718416,0.295,34.44,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,Toluene,Cc1ccccc1,446.0,3464.9878321328288,4.679337030520794,514.0,2509.4878849383567,0.275,28.84,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,dichloromethane,ClCCl,459.0,3513.755305561848,4.6742179455767,544.0,2705.5167364050576,0.166,19.49,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,"1,4-dioxane",C1COCCO1,443.0,3537.848458065604,4.686993566264679,523.0,2679.095245245131,0.187,21.56,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,Ethanol,CCO,452.0,3634.25799972528,4.696443763139,587.0,3154.190804545915,0.019,2.41,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,acetonitrile,CC#N,447.0,3650.310576040061,4.681422155721008,575.0,3662.6453575738014,0.035,4.83,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
4b,O=c1oc2cc(N(c3ccccc3)c3ccccc3)ccc2cc1-c1nc2ccccc2s1,DMF,CN(C)C=O,452.0,3679.6215953016617,4.670060217473134,565.0,3822.49927279186,0.042,509.0,,,,,,,,,,*c1nc2ccccc2s1,,,,,*N(c1ccccc1)c1ccccc1,,"[1, 5]",2
DPACP,CC(C)(C)C(=O)Oc1cc(=O)oc2cc(N(c3ccccc3)c3ccccc3)ccc12,hexane,CCCCCC,368.0,3535.43635595054,,436.0,3823.409980357934,0.8109999999999999,,,,,,,,,,,,*OC(=O)C(C)(C)C,,,,*N(c1ccccc1)c1ccccc1,,"[2, 5]",2
DPACP,CC(C)(C)C(=O)Oc1cc(=O)oc2cc(N(c3ccccc3)c3ccccc3)ccc12,Toluene,Cc1ccccc1,371.0,3783.540996154145,,464.0,3164.69078860676,0.6629999999999999,,,,,,,,,,,,*OC(=O)C(C)(C)C,,,,*N(c1ccccc1)c1ccccc1,,"[2, 5]",2
DPACP,CC(C)(C)C(=O)Oc1cc(=O)oc2cc(N(c3ccccc3)c3ccccc3)ccc12,Ethyl acetate,CCOC(C)=O,373.0,3853.835399528493,,491.0,3758.439890182112,0.5429999999999999,,,,,,,,,,,,*OC(=O)C(C)(C)C,,,,*N(c1ccccc1)c1ccccc1,,"[2, 5]",2
DPACP,CC(C)(C)C(=O)Oc1cc(=O)oc2cc(N(c3ccccc3)c3ccccc3)ccc12,THF,C1CCOC1,376.0,3594.578338574047,,500.0,3882.266324737826,0.428,,,,,,,,,,,,*OC(=O)C(C)(C)C,,,,*N(c1ccccc1)c1ccccc1,,"[2, 5]",2
DPACP,CC(C)(C)C(=O)Oc1cc(=O)oc2cc(N(c3ccccc3)c3ccccc3)ccc12,dichloromethane,ClCCl,377.0,3743.1185257315046,,508.0,3882.28623646286,0.366,,,,,,,,,,,,*OC(=O)C(C)(C)C,,,,*N(c1ccccc1)c1ccccc1,,"[2, 5]",2
